[00:09.730 --> 00:10.110]  Zero.
[01:10:40.580 --> 01:10:42.260]  See if he hugs that.
[01:10:42.360 --> 01:10:42.760]  Nope.
[01:10:43.920 --> 01:10:45.720]  You son of a bitch.
[01:10:45.960 --> 01:10:49.560]  While we were watching that, I'm sure a pink taxi
[01:10:49.560 --> 01:10:51.480]  wearing jeans
[01:10:51.480 --> 01:10:52.580]  and sandals
[01:10:53.180 --> 01:10:55.140]  littering everywhere drove by.
[01:10:56.460 --> 01:10:57.080]  So it's down to
[01:10:57.080 --> 01:10:59.360]  pink taxi, luxury car,
[01:11:00.000 --> 01:11:01.160]  cop car, skateboard,
[01:11:01.580 --> 01:11:03.240]  any of those, somebody wins.
[01:11:03.240 --> 01:11:04.900]  Trying to get in the wrong car?
[01:11:05.300 --> 01:11:06.760]  Go cart? Someone yells, wait up.
[01:11:06.940 --> 01:11:08.380]  I need one of those.
[01:11:08.760 --> 01:11:11.500]  I have two on every single spot.
[01:11:11.600 --> 01:11:14.000]  I just need two in multiple places.
[01:11:14.300 --> 01:11:15.260]  I also need
[01:11:15.260 --> 01:11:17.020]  can see FaceTime screen.
[01:11:18.120 --> 01:11:19.440]  So if you're in
[01:11:19.440 --> 01:11:21.240]  Key West, head on down and get a FaceTime
[01:11:21.240 --> 01:11:22.680]  screen going and show it to the camera.
[01:11:23.200 --> 01:11:25.020]  My right column is completely empty.
[01:11:26.160 --> 01:11:26.640]  Laughing.
[01:11:32.700 --> 01:11:33.180]  Whoa.
[01:11:33.540 --> 01:11:33.880]  Whoa.
[01:11:34.860 --> 01:11:37.900]  Is that jeans and flip flops?
[01:11:38.000 --> 01:11:38.760]  That's a fucking hug.
[01:11:39.380 --> 01:11:40.080]  That's a hug.
[01:11:40.800 --> 01:11:43.620]  Yeah. There's jeans and flip flops to the woman at the top.
[01:11:43.620 --> 01:11:45.020]  Yeah, that was jeans and flip flops.
[01:11:45.140 --> 01:11:45.620]  Oh shit.
[01:11:46.020 --> 01:11:48.240]  And I'm taking the hug too from there.
[01:11:48.340 --> 01:11:50.060]  The hug absolutely happened.
[01:11:50.320 --> 01:11:51.420]  That was a double whammy.
[01:11:53.480 --> 01:11:54.780]  Things are happening.
[01:11:56.060 --> 01:11:56.760]  See, it's
[01:11:56.760 --> 01:11:57.440]  picking up again.
[01:11:58.200 --> 01:11:59.960]  This is a dickhead truck.
[01:12:00.440 --> 01:12:01.160]  It lifted.
[01:12:01.920 --> 01:12:02.480]  Big time.
[01:12:04.100 --> 01:12:05.660]  Got the windows all murdered out.
[01:12:05.880 --> 01:12:06.400]  Another taxi.
[01:12:08.500 --> 01:12:09.000]  Laughing.
[01:12:10.460 --> 01:12:12.020]  Andrew on Taxi Watch 2023.
[01:12:12.560 --> 01:12:14.780]  Just knock it out of his hand. Fuck him. Do it.
[01:12:19.740 --> 01:12:20.440]  Oh man, it's
[01:12:20.440 --> 01:12:21.480]  really getting down.
[01:12:21.520 --> 01:12:23.400]  What is that?
[01:12:23.960 --> 01:12:25.780]  Is that not a luxury car?
[01:12:25.780 --> 01:12:27.140]  Look at the back window of that car.
[01:12:27.220 --> 01:12:28.200]  That's not a luxury car.
[01:12:28.320 --> 01:12:30.000]  Look at the back window.
[01:12:33.400 --> 01:12:35.600]  Does puke count as spilled food?
[01:12:37.580 --> 01:12:38.140]  Interesting.
[01:12:38.420 --> 01:12:39.900]  Yeah, I think it would.
[01:12:41.140 --> 01:12:42.160]  That's a double play.
[01:12:43.740 --> 01:12:44.480]  That's a twofer.
[01:12:47.100 --> 01:12:48.720]  Puke doesn't necessarily count as food.
[01:12:49.560 --> 01:12:51.180]  It could be bile.
[01:12:51.180 --> 01:12:52.340]  Depends on the contents.
[01:12:53.160 --> 01:12:54.400]  Bile is food.
[01:12:55.000 --> 01:12:56.300]  Oh god.
[01:12:57.040 --> 01:12:58.960]  I mean, it can
[01:12:58.960 --> 01:13:01.120]  only be the stuff
[01:13:01.120 --> 01:13:02.340]  you...
[01:13:02.340 --> 01:13:05.080]  Drop it.
[01:13:05.260 --> 01:13:06.740]  No, that wasn't Beechcoff.
[01:13:07.060 --> 01:13:11.010]  This is such
[01:13:11.010 --> 01:13:11.990]  a tidy night.
[01:13:12.610 --> 01:13:14.310]  The love of god.
[01:13:14.530 --> 01:13:16.170]  Just a single pink taxi.
[01:13:16.710 --> 01:13:17.910]  Maybe they let
[01:13:19.010 --> 01:13:20.950]  everybody at the airport
[01:13:20.950 --> 01:13:22.030]  know when they came in this weekend.
[01:13:22.170 --> 01:13:24.430]  Listen, this is a respectful weekend in Key West.
[01:13:24.710 --> 01:13:26.930]  Mind your P's and Q's. We're not putting up with the bullshit.
[01:13:27.830 --> 01:13:29.010]  That guy on the bike had a beer
[01:13:29.010 --> 01:13:29.550]  in his hand.
[01:13:30.210 --> 01:13:32.850]  That was the fattest tired trike
[01:13:32.850 --> 01:13:33.530]  I've ever seen.
[01:13:35.530 --> 01:13:36.830]  It was pretty fat tired.
[01:13:39.090 --> 01:13:40.770]  All these got shoes on.
[01:13:42.370 --> 01:13:43.170]  Nobody's chugging.
[01:13:43.590 --> 01:13:44.690]  Where are your drinks?
[01:13:44.970 --> 01:13:45.930]  Law enforcement.
[01:13:46.550 --> 01:13:47.350]  Nobody's tripping.
[01:13:53.370 --> 01:13:54.050]  That's a
[01:13:55.510 --> 01:13:56.070]  white...
[01:13:56.070 --> 01:13:58.350]  Yeah, that's a white taxi, Andrew.
[01:13:59.070 --> 01:14:00.570]  I've seen 20,000
[01:14:00.570 --> 01:14:00.910]  of those.
[01:14:03.450 --> 01:14:04.970]  I'm like two minutes away
[01:14:04.970 --> 01:14:06.230]  from calling a pink taxi
[01:14:06.230 --> 01:14:07.210]  to stop Jess.
[01:14:11.930 --> 01:14:12.490]  Brilliant.
[01:14:13.930 --> 01:14:14.490]  What?
[01:14:14.730 --> 01:14:15.690]  No, that's just...
[01:14:15.690 --> 01:14:17.330]  It's just the lighting.
[01:14:17.330 --> 01:14:19.250]  It's a brake light
[01:14:19.250 --> 01:14:19.850]  white taxi.
[01:14:21.510 --> 01:14:23.290]  Drop your drink,
[01:14:23.810 --> 01:14:24.290]  asshat.
[01:14:24.610 --> 01:14:27.270]  This is by far the longest it's ever taken us
[01:14:27.270 --> 01:14:28.250]  to get a bingo.
[01:14:29.250 --> 01:14:31.530]  It used to be good in the first 15 minutes.
[01:14:31.830 --> 01:14:33.250]  Yeah, sometimes we get close
[01:14:33.250 --> 01:14:34.930]  to blacking out a fucking bingo board.
[01:14:37.530 --> 01:14:39.030]  I'm worried about the cards
[01:14:39.030 --> 01:14:41.250]  not being wipeable. We're gonna die by the time
[01:14:41.250 --> 01:14:42.550]  one of us gets a single finger.
[01:14:47.780 --> 01:14:48.680]  Get your sloppy
[01:14:48.680 --> 01:14:49.900]  bingo box now.
[01:14:51.020 --> 01:14:52.240]  If you get...
[01:14:52.240 --> 01:14:53.300]  Think about this.
[01:14:54.380 --> 01:14:55.720]  Andrew, your card
[01:14:55.720 --> 01:14:56.880]  is from this box.
[01:14:57.320 --> 01:14:58.700]  So someone could be playing
[01:14:58.700 --> 01:15:01.240]  after they buy this box. They could be playing with your card
[01:15:01.240 --> 01:15:02.920]  and then you get pink taxi right away.
[01:15:04.220 --> 01:15:04.880]  I don't know what...
[01:15:04.880 --> 01:15:06.680]  Is that supposed to make me feel good?
[01:15:11.620 --> 01:15:13.100]  Andrew, can I ask you a question?
[01:15:13.580 --> 01:15:14.020]  Yeah.
[01:15:14.360 --> 01:15:15.560]  Did it make you feel good?
[01:15:15.980 --> 01:15:18.080]  No, it really didn't.
[01:15:18.260 --> 01:15:19.620]  Look, she's drunk. Drop it.
[01:15:20.020 --> 01:15:20.460]  Fanny pack!
[01:15:21.940 --> 01:15:23.280]  Oh yeah, is fanny pack one?
[01:15:23.700 --> 01:15:26.040]  No. I don't think so, but you know what?
[01:15:26.060 --> 01:15:27.300]  It will be. We'll add that in.
[01:15:27.420 --> 01:15:29.940]  Is that guy barefoot?
[01:15:30.340 --> 01:15:31.360]  No, that's Jameson.
[01:15:31.860 --> 01:15:33.460]  Those are fucking Crocs.
[01:15:34.540 --> 01:15:37.080]  It, like, looks so skin-colored
[01:15:37.080 --> 01:15:38.340]  to me, I fucking flipped.
[01:15:39.400 --> 01:15:40.400]  Yeah, it's creepy.
[01:15:40.400 --> 01:15:42.680]  But he would have, like, weird little elf feet
[01:15:42.680 --> 01:15:43.600]  if those were his real feet.
[01:15:46.860 --> 01:15:48.660]  Be careful crossing the road, hold hands.
[01:15:48.740 --> 01:15:50.340]  Oh, so many taxis
[01:15:50.340 --> 01:15:51.660]  and none of them are pink.
[01:15:52.540 --> 01:15:54.040]  You know what's interesting, too?
[01:15:54.520 --> 01:15:56.620]  I don't know if you guys have been slopping lately,
[01:15:57.740 --> 01:15:58.620]  but nobody
[01:15:59.120 --> 01:16:00.460]  seems to acknowledge
[01:16:00.460 --> 01:16:01.540]  the camera anymore.
[01:16:01.940 --> 01:16:04.700]  And it was happening almost too much
[01:16:04.700 --> 01:16:05.360]  back in the day.
[01:16:05.900 --> 01:16:08.120]  The only one who's really done it tonight is the go-go now.
[01:16:08.520 --> 01:16:09.500]  Yeah? Yep.
[01:16:10.940 --> 01:16:12.500]  I need, like, I need a camera shy
[01:16:12.500 --> 01:16:13.980]  and I haven't seen... oh, there's another
[01:16:13.980 --> 01:16:16.300]  that is absolutely a dead parrot head
[01:16:16.300 --> 01:16:17.960]  right there. He's like, no, after you, sir.
[01:16:18.160 --> 01:16:19.960]  Oh, is that a luxury car? And he's like,
[01:16:19.980 --> 01:16:21.800]  my smell precedes me. That one?
[01:16:21.860 --> 01:16:24.140]  There you go. Got himself a free drink off the ground.
[01:16:25.120 --> 01:16:25.900]  That's a cool
[01:16:26.340 --> 01:16:26.700]  fin.
[01:16:28.300 --> 01:16:30.160]  It's just a fucking
[01:16:30.760 --> 01:16:31.520]  region, man.
[01:16:32.660 --> 01:16:34.160]  Can I check some of mine?
[01:16:34.240 --> 01:16:35.980]  Have we had somebody else to weigh up?
[01:16:35.980 --> 01:16:37.220]  No, I need that one.
[01:16:38.320 --> 01:16:38.620]  No.
[01:16:39.980 --> 01:16:43.980]  No, that's just a tattooed lady.
[01:16:45.420 --> 01:16:45.920]  Have we had
[01:16:45.920 --> 01:16:46.900]  Olmec get hit by a car?
[01:16:47.560 --> 01:16:48.360]  No, I need that one.
[01:16:48.700 --> 01:16:50.760]  No, we haven't.
[01:16:50.980 --> 01:16:52.900]  No, I don't think so.
[01:16:53.200 --> 01:16:55.540]  We saw it happen right before we started.
[01:16:55.920 --> 01:16:57.400]  We don't have it yet.
[01:16:58.880 --> 01:16:59.760]  Come on,
[01:16:59.940 --> 01:17:00.380]  drop your drink.
[01:17:03.260 --> 01:17:04.360]  What else, Gavin?
[01:17:08.340 --> 01:17:08.940]  Um...
[01:17:08.940 --> 01:17:09.320]  Formula tyres?
[01:17:09.420 --> 01:17:10.360]  No, me more.
[01:17:12.380 --> 01:17:13.560]  Pink taxi?
[01:17:14.360 --> 01:17:14.860]  Yeah.
[01:17:15.400 --> 01:17:17.620]  Tell me about it.
[01:17:17.660 --> 01:17:18.120]  We're all waiting for that one.
[01:17:18.780 --> 01:17:19.960]  Is this woman okay?
[01:17:20.680 --> 01:17:22.360]  She needs air across her face.
[01:17:24.480 --> 01:17:26.220]  It gets hot under all those tattoos.
[01:17:26.800 --> 01:17:27.640]  People don't know that.
[01:17:28.100 --> 01:17:28.340]  Yeah.
[01:17:31.730 --> 01:17:32.950]  And traps heat.
[01:17:32.950 --> 01:17:35.050]  Yeah, it doesn't matter how hot it is outside,
[01:17:35.090 --> 01:17:35.910]  you can't take them off.
[01:17:37.010 --> 01:17:37.970]  That's a great point.
[01:17:38.530 --> 01:17:40.330]  Get another drink, then drop it.
[01:17:40.910 --> 01:17:42.290]  This guy's definitely drunk-walking.
[01:17:43.750 --> 01:17:44.390]  Oh, yeah.
[01:17:46.770 --> 01:17:48.130]  He works at Domino's.
[01:17:48.290 --> 01:17:50.730]  He might be drunk-delivering.
[01:17:51.170 --> 01:17:51.670]  I didn't realize.
[01:17:51.910 --> 01:17:53.190]  He's trying to figure out where he works.
[01:17:54.970 --> 01:17:56.370]  Can you point me to the shop?
[01:17:57.930 --> 01:17:58.770]  Hey, Andrew, we got a
[01:17:58.770 --> 01:17:59.770]  break late taxi.
[01:17:59.770 --> 01:18:01.050]  Taxi count got up.
[01:18:09.880 --> 01:18:11.080]  It's pretty fucking funny
[01:18:11.080 --> 01:18:12.400]  that there's been no pink taxi.
[01:18:12.800 --> 01:18:14.460]  Yeah, Andrew, it's pretty funny.
[01:18:14.840 --> 01:18:15.900]  It's hilarious.
[01:18:16.420 --> 01:18:17.300]  Maybe this one's pink.
[01:18:18.000 --> 01:18:20.720]  No, it's not. We can see, Geoff, it's not pink.
[01:18:21.060 --> 01:18:22.900]  It's got pink on it.
[01:18:23.200 --> 01:18:24.860]  There's a post on the subreddit
[01:18:24.860 --> 01:18:26.460]  by Anal Keyboard that says
[01:18:26.460 --> 01:18:28.420]  Cadillac Escalade is a luxury car.
[01:18:28.620 --> 01:18:30.240]  I don't know if I agree with that.
[01:18:31.660 --> 01:18:32.100]  Yeah.
[01:18:32.100 --> 01:18:32.340]  Yeah.
[01:18:32.680 --> 01:18:35.520]  I don't see it, and I go,
[01:18:35.600 --> 01:18:36.320]  that's a luxury car.
[01:18:36.980 --> 01:18:37.360]  Yeah.
[01:18:39.960 --> 01:18:40.840]  Alright, bye.
[01:18:41.160 --> 01:18:41.980]  Bye-bye.
[01:18:43.840 --> 01:18:44.720]  Okay, bye.
[01:18:45.420 --> 01:18:45.500]  Bye.
[01:18:48.540 --> 01:18:50.340]  Is this guy trying his luck right now?
[01:18:53.910 --> 01:18:55.090]  She thought that was funny.
[01:18:55.210 --> 01:18:56.330]  Do you want a sip of this?
[01:18:57.710 --> 01:18:58.730]  Is she from a wedding?
[01:18:59.630 --> 01:18:59.870]  I think.
[01:19:01.290 --> 01:19:02.190]  It's hard to tell.
[01:19:02.190 --> 01:19:03.490]  It happened for the love of God.
[01:19:08.350 --> 01:19:10.090]  Oh, Andrew, what color
[01:19:10.090 --> 01:19:11.650]  is that taxi back there? You can't tell.
[01:19:11.910 --> 01:19:12.530]  It's white.
[01:19:14.450 --> 01:19:15.910]  It looks pink.
[01:19:16.050 --> 01:19:16.910]  It has a pinkish hue.
[01:19:17.990 --> 01:19:20.330]  When was the last time a pink taxi was seen?
[01:19:20.470 --> 01:19:22.570]  I feel like this is under protest.
[01:19:23.290 --> 01:19:23.650]  I don't know.
[01:19:23.670 --> 01:19:24.990]  I'm just trying to get your hopes up.
[01:19:28.190 --> 01:19:30.190]  That lady was sitting down on the ground
[01:19:30.190 --> 01:19:32.330]  over there. Does anybody have sitting down on the ground?
[01:19:32.710 --> 01:19:34.270]  She just threw some
[01:19:34.270 --> 01:19:36.410]  trash away in the top right
[01:19:36.410 --> 01:19:37.750]  and now she's walking back.
[01:19:38.270 --> 01:19:40.230]  I think it's a she, a lady.
[01:19:40.630 --> 01:19:42.350]  But anyway, that person was sitting on the ground
[01:19:42.350 --> 01:19:44.310]  and then they...
[01:19:44.310 --> 01:19:44.370]  Huh.
[01:19:45.750 --> 01:19:47.830]  I don't think I have that now.
[01:19:51.420 --> 01:19:52.280]  Oh my God, please.
[01:19:52.280 --> 01:19:54.660]  How are we all this fucking close?
[01:19:55.160 --> 01:19:55.920]  I don't know.
[01:19:56.260 --> 01:19:57.200]  It's insane.
[01:19:57.800 --> 01:19:58.980]  Zero of them are pink.
[01:19:58.980 --> 01:20:00.740]  Dude, that's the thing about
[01:20:00.740 --> 01:20:02.820]  Sloppy Joe's bingo. You just never know.
[01:20:03.380 --> 01:20:04.820]  Some nights it's over in a flash.
[01:20:05.100 --> 01:20:06.920]  Some nights, everybody's hanging on
[01:20:06.920 --> 01:20:08.200]  for one last skateboard.
[01:20:09.480 --> 01:20:11.040]  So what are we all waiting for?
[01:20:11.520 --> 01:20:13.020]  It's very obvious what I need.
[01:20:13.420 --> 01:20:13.980]  Go-kart,
[01:20:14.780 --> 01:20:15.920]  someone yells to wait up,
[01:20:16.700 --> 01:20:17.720]  trying to get in the wrong car,
[01:20:18.360 --> 01:20:20.200]  or can see FaceTime screen.
[01:20:20.820 --> 01:20:23.060]  Now will any of those get you
[01:20:23.060 --> 01:20:24.960]  a bingo? Any of those will get me a bingo.
[01:20:25.500 --> 01:20:25.940]  Damn.
[01:20:25.940 --> 01:20:27.880]  I need a beautiful pink taxi
[01:20:27.880 --> 01:20:29.980]  for a bingo. Cop car or
[01:20:29.980 --> 01:20:31.940]  skateboard gets me a bingo. I don't want to share
[01:20:31.940 --> 01:20:32.960]  my bingo with you.
[01:20:33.380 --> 01:20:35.520]  You guys will both get half a cake.
[01:20:36.440 --> 01:20:37.040]  Oh yeah.
[01:20:37.640 --> 01:20:39.800]  Now, how does that work? Do you have to
[01:20:40.300 --> 01:20:41.560]  agree on the cake?
[01:20:42.160 --> 01:20:43.680]  Yeah, you'd have to. Or do you guys just
[01:20:43.680 --> 01:20:45.400]  both get to buy half of a cake?
[01:20:45.620 --> 01:20:47.200]  Spaghetti cake thing.
[01:20:47.520 --> 01:20:48.860]  I'll take a call on the caterpillar.
[01:20:50.000 --> 01:20:51.820]  Oh, I still want to try that.
[01:20:52.800 --> 01:20:53.840]  It's not your cake.
[01:20:53.840 --> 01:20:56.920]  I'm not pulling for a luxury car.
[01:20:56.920 --> 01:20:57.520]  It could be.
[01:20:58.200 --> 01:20:59.200]  What was that, Andrew?
[01:20:59.820 --> 01:21:01.440]  I'm not pulling for a luxury car.
[01:21:01.540 --> 01:21:03.520]  I want to deal with this British cake.
[01:21:03.820 --> 01:21:05.060]  Oh, no.
[01:21:05.780 --> 01:21:07.480]  I'm pulling for puke so you can
[01:21:07.960 --> 01:21:08.880]  keep pink taxi.
[01:21:09.460 --> 01:21:10.800]  I'm pulling for cop car.
[01:21:11.400 --> 01:21:13.360]  I just need dropped or spilled food and drink.
[01:21:13.540 --> 01:21:15.040]  What kind of car is this?
[01:21:16.720 --> 01:21:17.940]  Nissan or Toyota?
[01:21:18.420 --> 01:21:18.960]  Never mind.
[01:21:19.100 --> 01:21:20.380]  Got a cool thing on the top.
[01:21:23.680 --> 01:21:25.380]  So do cabs.
[01:21:28.820 --> 01:21:30.080]  Just drop your pizza.
[01:21:30.360 --> 01:21:30.920]  Drop your pizza.
[01:21:32.700 --> 01:21:34.240]  Ah, you son of a...
[01:21:34.240 --> 01:21:35.560]  He seemed like maybe he would.
[01:21:35.960 --> 01:21:37.620]  Yeah, he was flopping it all around.
[01:21:37.620 --> 01:21:39.300]  He did look like a pizza dropper.
[01:21:39.620 --> 01:21:41.540]  Yeah, he didn't look like a dude who respects pizza.
[01:21:41.940 --> 01:21:42.340]  No.
[01:21:42.920 --> 01:21:44.000]  What a monster.
[01:21:45.480 --> 01:21:46.560]  There's a dead pear ahead.
[01:21:47.340 --> 01:21:48.760]  He's going in the trash can.
[01:21:49.740 --> 01:21:50.140]  What?
[01:21:53.000 --> 01:21:54.220]  He's going home.
[01:21:54.420 --> 01:21:56.400]  Sometimes there's good stuff in the trash can. They'll grab it.
[01:21:58.940 --> 01:22:00.660]  What's the best find you've ever had
[01:22:00.660 --> 01:22:01.480]  from a trash can?
[01:22:01.940 --> 01:22:03.980]  I don't think I've ever gotten anything good out of a trash can.
[01:22:03.980 --> 01:22:05.560]  Dude, I can answer that question, actually.
[01:22:06.460 --> 01:22:09.080]  When I was in high school
[01:22:09.080 --> 01:22:10.440]  and I worked as a tool repairman,
[01:22:11.060 --> 01:22:12.820]  my boss, he owned
[01:22:12.820 --> 01:22:15.080]  this essentially one and a half person
[01:22:15.080 --> 01:22:16.380]  tool repair company.
[01:22:16.380 --> 01:22:17.260]  I was the half person.
[01:22:18.060 --> 01:22:20.680]  He would go dumpster dive
[01:22:20.900 --> 01:22:22.080]  on the weekends
[01:22:22.080 --> 01:22:23.240]  at construction sites
[01:22:23.240 --> 01:22:26.280]  and, I don't know,
[01:22:26.520 --> 01:22:27.700]  paper mills and shit.
[01:22:28.580 --> 01:22:30.280]  One day he came home
[01:22:30.280 --> 01:22:31.560]  and he had
[01:22:32.320 --> 01:22:34.080]  I shit you not,
[01:22:34.260 --> 01:22:35.740]  maybe 10,000
[01:22:36.060 --> 01:22:38.140]  C cell and AA batteries.
[01:22:38.360 --> 01:22:40.100]  They were just dumped into
[01:22:40.100 --> 01:22:41.820]  a dumpster.
[01:22:42.000 --> 01:22:43.900]  He goes, they're probably bad, but
[01:22:43.900 --> 01:22:45.740]  you're gonna find out. And then there was just
[01:22:45.740 --> 01:22:47.360]  a day where I tested batteries.
[01:22:47.600 --> 01:22:48.980]  You're gonna find out.
[01:22:49.940 --> 01:22:50.680]  Were any of them good?
[01:22:50.840 --> 01:22:52.240]  They were almost all good.
[01:22:53.440 --> 01:22:55.400]  I don't know why they were there, but yeah.
[01:22:55.620 --> 01:22:57.660]  And it was used as C cell batteries. Who the fuck uses
[01:22:57.660 --> 01:22:59.760]  C cell batteries? Like certain toys.
[01:23:00.020 --> 01:23:00.600]  But that's about it.
[01:23:00.900 --> 01:23:02.060]  My cat bowl uses it.
[01:23:02.480 --> 01:23:04.780]  Oh, mind us too.
[01:23:05.120 --> 01:23:06.180]  I could've set you up for life.
[01:23:06.640 --> 01:23:08.860]  These guys are getting dropped off.
[01:23:09.840 --> 01:23:11.680]  He's got a marshmallow shirt on, it looks like.
[01:23:11.680 --> 01:23:13.860]  Yeah, does anyone have a marshmallow shirt?
[01:23:14.160 --> 01:23:15.460]  And some Air Jordan shorts.
[01:23:17.000 --> 01:23:17.680]  I have
[01:23:17.680 --> 01:23:18.820]  pink marshmallow shirt.
[01:23:22.480 --> 01:23:23.720]  She's wearing a pink shirt.
[01:23:24.500 --> 01:23:26.000]  Pink Nirvana shirt, I believe.
[01:23:26.280 --> 01:23:26.620]  Yeah.
[01:23:27.420 --> 01:23:28.720]  That dude's wearing orange and blue.
[01:23:28.960 --> 01:23:30.540]  That's a loud combination.
[01:23:30.940 --> 01:23:31.820]  Wow, Broncos.
[01:23:35.180 --> 01:23:35.820]  I'm sure
[01:23:35.820 --> 01:23:36.520]  that's what he was thinking.
[01:23:36.820 --> 01:23:37.580]  That kid's out too late.
[01:23:39.100 --> 01:23:39.460]  Oh,
[01:23:40.720 --> 01:23:41.840]  Domino's guy's still here.
[01:23:42.160 --> 01:23:43.600]  He's wondering where his pizzas went.
[01:23:43.660 --> 01:23:45.440]  We've seen them go in two different directions.
[01:23:45.580 --> 01:23:47.040]  There was a tag on his hat.
[01:23:47.460 --> 01:23:48.620]  Did he just buy that?
[01:23:49.040 --> 01:23:51.320]  He could've.
[01:23:51.380 --> 01:23:53.600]  The gift shop is right underneath the camera.
[01:23:53.620 --> 01:23:54.080]  Right, Geoff?
[01:23:54.580 --> 01:23:57.120]  Yeah, it is. It's right where the camera is.
[01:23:57.740 --> 01:23:59.680]  Like this lady, if she took a left
[01:23:59.680 --> 01:24:00.600]  right now, she'd walk into it.
[01:24:01.880 --> 01:24:02.600]  There he is again.
[01:24:03.320 --> 01:24:05.420]  He's like, I swear to God, there was a
[01:24:05.420 --> 01:24:07.380]  Domino's. I'm wearing the clothes.
[01:24:07.520 --> 01:24:09.040]  I work here. And this guy's like, nah,
[01:24:09.160 --> 01:24:11.180]  dude, this has always been a Sloppy Joe's.
[01:24:11.240 --> 01:24:12.160]  I promise you.
[01:24:12.600 --> 01:24:14.000]  I want to see this bouncer bounce him.
[01:24:14.960 --> 01:24:17.180]  He's like, I pulled a pizza from here earlier today.
[01:24:18.300 --> 01:24:19.500]  There's not a lot
[01:24:19.500 --> 01:24:21.040]  of chains on Duval Street.
[01:24:21.340 --> 01:24:22.560]  There's, I think, a Wendy's.
[01:24:24.020 --> 01:24:25.220]  And I guess a
[01:24:25.220 --> 01:24:26.740]  Domino's because he exists.
[01:24:28.180 --> 01:24:28.960]  That's about it.
[01:24:29.220 --> 01:24:31.280]  This is the fucking 18th time this car
[01:24:31.280 --> 01:24:31.840]  is driven by.
[01:24:31.840 --> 01:24:32.280]  Yep.
[01:24:35.950 --> 01:24:38.090]  I wonder if pink taxis just don't
[01:24:38.090 --> 01:24:39.290]  work on Friday.
[01:24:39.990 --> 01:24:41.010]  They definitely do.
[01:24:41.170 --> 01:24:42.410]  We never slopped on a Friday?
[01:24:43.770 --> 01:24:45.550]  I think we only slopped on Fridays.
[01:24:45.830 --> 01:24:47.310]  Yeah, I slop on most Fridays.
[01:24:48.490 --> 01:24:48.930]  Huh.
[01:24:52.160 --> 01:24:54.020]  Man, it'd be cool if we got a cop car.
[01:24:54.340 --> 01:24:55.760]  It would be cool if anyone got a bingo.
[01:24:58.320 --> 01:24:59.880]  This is the dark side of sloppy
[01:24:59.880 --> 01:25:01.020]  bingo when it won't end.
[01:25:01.320 --> 01:25:03.880]  I can't believe it. It's unreal.
[01:25:03.880 --> 01:25:05.780]  What's the longest you've bingoed?
[01:25:07.080 --> 01:25:07.540]  I mean,
[01:25:08.460 --> 01:25:08.940]  I've
[01:25:09.840 --> 01:25:11.980]  bingoed for hours, but the longest it's
[01:25:11.980 --> 01:25:13.440]  taken me to fill a bingo card?
[01:25:14.120 --> 01:25:16.000]  I don't know. Not even close to this long.
[01:25:16.500 --> 01:25:17.540]  Wow. Half hour maybe?
[01:25:17.960 --> 01:25:19.860]  Wow, really? Yeah, maybe.
[01:25:21.100 --> 01:25:21.960]  I mean, all
[01:25:21.960 --> 01:25:23.820]  the bingo selections are so heavily vetted
[01:25:23.820 --> 01:25:24.440]  and
[01:25:25.640 --> 01:25:27.200]  I've made sure that they happen
[01:25:28.760 --> 01:25:29.960]  often enough to leave
[01:25:29.960 --> 01:25:31.640]  them on. It's just, we're having an
[01:25:31.640 --> 01:25:33.120]  incredible amount of bad luck tonight.
[01:25:33.540 --> 01:25:33.800]  Huh.
[01:25:36.340 --> 01:25:36.820]  Oh,
[01:25:37.800 --> 01:25:38.760]  bad luck.
[01:25:38.900 --> 01:25:41.480]  That's a dangerous move. That was crazy.
[01:25:41.940 --> 01:25:43.100]  Yeah, he didn't give a fuck.
[01:25:44.240 --> 01:25:45.280]  That pizza guy's back.
[01:25:46.260 --> 01:25:47.660]  He's gonna get in a fight
[01:25:47.660 --> 01:25:48.420]  with the Dominus guy.
[01:25:49.320 --> 01:25:51.560]  Dude, why are you eating that fucking pizza when there's a
[01:25:51.560 --> 01:25:53.040]  chili dog right there?
[01:25:53.320 --> 01:25:54.860]  Yeah, slap that shit out of his hand.
[01:25:56.780 --> 01:25:57.440]  I know that
[01:25:57.440 --> 01:25:59.440]  pizza box, though. Looks
[01:25:59.440 --> 01:25:59.760]  good.
[01:26:00.920 --> 01:26:03.240]  Dude, I had some Papa John's
[01:26:03.240 --> 01:26:05.120]  garlic crust pizza
[01:26:05.120 --> 01:26:06.420]  today that Emily ordered.
[01:26:06.940 --> 01:26:08.400]  Jesus Christ.
[01:26:09.040 --> 01:26:10.280]  Good shit? Yeah.
[01:26:10.580 --> 01:26:13.100]  I didn't know Papa John's could be that good.
[01:26:13.240 --> 01:26:15.220]  I'm pretty on the fence about Papa John's.
[01:26:15.620 --> 01:26:17.460]  But that was fucking wonderful.
[01:26:18.580 --> 01:26:18.920]  Dog!
[01:26:20.200 --> 01:26:20.960]  Another dog.
[01:26:21.660 --> 01:26:23.520]  That's the dog that was wanting to play with the other dog
[01:26:23.520 --> 01:26:25.420]  earlier. Where are the offensive t-shirts?
[01:26:27.920 --> 01:26:29.880]  I bet you the pink cab driver
[01:26:29.880 --> 01:26:30.580]  is wearing one.
