[00:00.000 --> 00:00.800]  Dog's not too late.
[55:27.120 --> 55:28.540]  Nick likes to run a shoe train.
[55:30.120 --> 55:31.660]  You want to try mine on?
[55:32.920 --> 55:34.140]  You try mine, I'll try yours.
[55:36.820 --> 55:37.740]  I'm a size 12.
[55:39.060 --> 55:40.660]  We've got tall fellas tonight.
[55:42.320 --> 55:42.680]  Chug.
[55:43.200 --> 55:44.300]  You side-eyed me.
[55:45.280 --> 55:46.400]  Like a dog.
[55:50.940 --> 55:51.820]  No mullets.
[55:52.440 --> 55:54.140]  No, it's not a good mullet night.
[55:54.180 --> 55:54.880]  That's close.
[55:55.240 --> 55:56.700]  It's close, but I think he's just long-haired.
[55:56.880 --> 55:57.000]  Yeah.
[55:59.280 --> 56:00.780]  I haven't seen cowboy boots.
[56:00.800 --> 56:02.440]  That is what maybe, if we were going to do awards,
[56:02.520 --> 56:04.100]  I would say worst shorts of the night.
[56:04.220 --> 56:06.840]  Yeah, especially paired with those shitty sandals.
[56:07.600 --> 56:08.360]  Goddamn, dude.
[56:08.660 --> 56:09.280]  Get it together.
[56:10.280 --> 56:11.980]  Maybe we incorporate awards.
[56:17.700 --> 56:19.860]  All right, I'm going to give the Dodgers hat award
[56:19.860 --> 56:21.060]  to this guy in the bottom left.
[56:21.960 --> 56:23.380]  Maybe if we save enough clips,
[56:23.460 --> 56:25.700]  we could have, like, mullet of the year award at the end.
[56:25.800 --> 56:26.060]  Wow.
[56:27.120 --> 56:27.520]  TPG.
[56:28.040 --> 56:29.780]  Oh, that guy's huffing it up front.
[56:33.060 --> 56:34.620]  All of these people have shoes on.
[56:35.680 --> 56:37.060]  There's a lot of shoes tonight.
[56:37.260 --> 56:38.480]  Yeah, Nick is pissed.
[56:38.620 --> 56:38.820]  Yeah.
[56:39.620 --> 56:40.340]  I don't like feet.
[56:42.360 --> 56:43.600]  I don't like feet.
[56:43.720 --> 56:44.520]  I love feet.
[56:45.380 --> 56:45.780]  No.
[56:48.900 --> 56:50.300]  Come on, Nick, say part two.
[56:50.980 --> 56:51.600]  Wait, what?
[56:54.100 --> 56:54.500]  Christ.
[56:54.880 --> 56:56.380]  Oh, we should do socks and sandals.
[56:56.460 --> 56:56.920]  Is that a one?
[56:57.480 --> 56:59.040]  We can definitely add that.
[56:59.140 --> 56:59.980]  We can definitely add that.
[57:00.100 --> 57:01.300]  Oh, that's a great one.
[57:01.600 --> 57:01.780]  Yeah.
[57:04.680 --> 57:06.920]  Oh, she just got yoinked in.
[57:13.880 --> 57:14.680]  Are those?
[57:14.880 --> 57:15.240]  No.
[57:15.780 --> 57:17.160]  Those are just ugly-ass shoes.
[57:20.160 --> 57:22.560]  That's the highest up fanny pack I've ever seen.
[57:23.340 --> 57:24.060]  Oh, wow.
[57:24.780 --> 57:26.020]  It's like a shoulder pack.
[57:26.180 --> 57:26.580]  Big time.
[57:28.760 --> 57:31.220]  Maybe he's got a condition and it's got, like, his heart monitor in it.
[57:35.230 --> 57:36.270]  He loves too much.
[57:39.710 --> 57:43.570]  You guys remember that movie Untamed Heart with Christian Slater and Marisa Tomei?
[57:43.730 --> 57:43.970]  No.
[57:43.970 --> 57:45.390]  Where they worked at a restaurant together?
[57:45.670 --> 57:45.790]  No.
[57:45.790 --> 57:48.910]  And then she went home one night and some guys tried to jump her and he saved her.
[57:48.990 --> 57:51.730]  But then he found out that he had a monkey heart and he was dying.
[57:51.730 --> 57:52.190]  What?
[57:52.830 --> 57:53.570]  They fell in love.
[57:53.630 --> 57:53.890]  What?
[57:54.430 --> 57:54.910]  What?
[57:55.750 --> 57:57.210]  That's why it's called Untamed Heart.
[57:58.310 --> 58:00.090]  How did he get a monkey heart?
[58:00.110 --> 58:01.490]  Like a heart transplant.
[58:01.850 --> 58:02.650]  They used a monkey.
[58:02.810 --> 58:04.010]  It was like an experimental thing.
[58:04.070 --> 58:07.510]  And he was slowly dying because monkey hearts don't work forever, I guess.
[58:07.530 --> 58:07.690]  Why?
[58:07.810 --> 58:08.930]  Just get another monkey heart.
[58:08.930 --> 58:10.410]  Yeah, just keep swapping in hearts.
[58:10.730 --> 58:11.630]  It's just monkeys.
[58:11.670 --> 58:13.430]  At least that's how I remember the movie.
[58:14.190 --> 58:17.010]  If it's just monkeys, that's fine.
[58:21.430 --> 58:24.530]  That might be the greatest review of a movie I've ever heard.
[58:24.950 --> 58:25.270]  Woah!
[58:25.590 --> 58:25.610]  Woah!
[58:27.490 --> 58:27.810]  Overtake!
[58:28.010 --> 58:28.530]  Puffin' it!
[58:30.690 --> 58:32.190]  Andrew, would you get a monkey heart?
[58:32.410 --> 58:33.450]  Would you get a monkey heart, Andrew?
[58:34.690 --> 58:36.970]  Oh, now he's drunk walking up there on the phone.
[58:37.410 --> 58:38.110]  She almost fell over.
[58:38.170 --> 58:39.750]  And then she walked right into the fuckin' pole.
[58:40.030 --> 58:41.130]  Now she's yelling at the pole.
[58:42.150 --> 58:45.470]  I don't think she's actually yelling at it, but she did turn around and look at it like it was its fault.
[58:45.490 --> 58:46.170]  How dare you?
[58:46.290 --> 58:46.910]  Yeah, look at her.
[58:48.890 --> 58:49.690]  Crossmark cavern.
[58:52.750 --> 58:55.130]  I got my monkey heart on ice. I'm ready to go.
[58:57.870 --> 58:59.490]  Keep it freezed.
[58:59.550 --> 59:03.550]  Yeah, I got six or seven monkey hearts. When they give out, I just swap in a new monkey heart.
[59:04.370 --> 59:07.370]  I don't know what blood types or whatever any of these are.
[59:07.810 --> 59:10.870]  I just got a bunch of monkeys.
[59:11.430 --> 59:13.170]  Do you need to match the blood type of a heart?
[59:14.450 --> 59:15.950]  I bet it doesn't hurt.
[59:15.950 --> 59:18.750]  You don't have blood put in with it, do you?
[59:19.790 --> 59:20.670]  You think it's just empty?
[59:20.990 --> 59:22.030]  I think you get empty heart.
[59:23.410 --> 59:24.610]  Yeah, you provide the blood.
[59:24.670 --> 59:25.470]  No starter blood?
[59:27.550 --> 59:27.990]  Shit.
[59:28.930 --> 59:29.890]  How do they drain it?
[59:30.250 --> 59:30.890]  Tip upside down.
[59:30.890 --> 59:33.830]  Now, if you want a heart with no blood, that's about 500.
[59:42.310 --> 59:43.190]  Oh, shit.
[59:45.230 --> 59:46.990]  Oh, Christ. What is going on?
[59:47.030 --> 59:48.450]  It's gotta be a bachelorette party.
[59:48.690 --> 59:49.410]  Yeah, I think so.
[59:49.470 --> 59:51.730]  But I didn't see any wedding apparel, so...
[59:52.830 --> 59:54.050]  Could just be a good time.
[59:57.150 --> 59:59.550]  Look at this guy. He's tall as shit.
[01:00:02.030 --> 01:00:02.750]  Tall man.
[01:00:04.350 --> 01:00:06.630]  I wonder if there's like a tall guy convention there this weekend.
[01:00:12.040 --> 01:00:12.480]  Stache.
[01:00:14.120 --> 01:00:14.560]  Tall.
[01:00:14.880 --> 01:00:15.100]  Trip.
[01:00:15.100 --> 01:00:16.940]  We miss beach goths, apparently.
[01:00:17.680 --> 01:00:18.620]  Oh, do we? Shit.
[01:00:27.750 --> 01:00:29.430]  If somebody could cry...
[01:00:31.050 --> 01:00:34.230]  I haven't gone in so long, my screen was locked.
[01:00:37.490 --> 01:00:40.270]  Just gotta... seven ketchup bottles there.
[01:00:43.150 --> 01:00:45.350]  Oh, there's some dancing over there.
[01:00:47.850 --> 01:00:48.570]  Dancing.
[01:00:49.310 --> 01:00:50.630]  Dancing, dancing!
[01:00:51.170 --> 01:00:51.850]  That's a machine.
[01:00:58.160 --> 01:01:00.020]  Sunglasses? Nope. Nerd glasses.
[01:01:00.180 --> 01:01:00.980]  Yeah, definitely nerd.
[01:01:02.060 --> 01:01:06.640]  You know, we've seen a couple cars zip around other cars. What if we called it life in the fast lane?
[01:01:06.980 --> 01:01:08.060]  I like that.
[01:01:08.140 --> 01:01:08.680]  I like that too.
[01:01:08.780 --> 01:01:09.440]  That's a good idea.
[01:01:09.640 --> 01:01:10.440]  Life in the wrong lane?
[01:01:17.230 --> 01:01:17.950]  She's lost.
[01:01:19.350 --> 01:01:19.950]  She alright.
[01:01:23.510 --> 01:01:25.230]  I don't think I've ever seen anyone do that there.
[01:01:25.370 --> 01:01:25.990]  That was awesome.
[01:01:25.990 --> 01:01:27.130]  That was cartoonish.
[01:01:29.650 --> 01:01:31.090]  This isn't my hotel.
[01:01:31.910 --> 01:01:33.630]  I feel like you don't see fights anymore.
[01:01:34.190 --> 01:01:37.430]  And I don't mean fistfights, I mean even couple fights, you know? Arguments.
[01:01:37.570 --> 01:01:39.710]  I don't think I've ever seen one every time we've done this.
[01:01:39.890 --> 01:01:41.170]  Maybe everyone's really happy.
[01:01:41.390 --> 01:01:43.330]  Whoa, that is some serious ass head shooting.
[01:01:48.800 --> 01:01:49.820]  Oh, and there's some more.
[01:01:51.860 --> 01:01:53.160]  That guy's kind of a bezos.
[01:01:54.360 --> 01:01:55.780]  Whoa, what happened?
[01:01:56.660 --> 01:01:57.420]  We time jumped.
[01:01:58.240 --> 01:01:59.340]  How far behind were we?
[01:02:00.120 --> 01:02:01.500]  I don't know, that was crazy.
[01:02:01.720 --> 01:02:03.160]  Did we go back?
[01:02:03.780 --> 01:02:05.060]  It says 11.26.
[01:02:05.480 --> 01:02:07.420]  We jumped back in time.
[01:02:09.080 --> 01:02:11.320]  Did you lean on the time machine, Nick?
[01:02:13.080 --> 01:02:14.320]  Switch, nevermind.
[01:02:14.540 --> 01:02:14.900]  Switch what?
[01:02:15.740 --> 01:02:16.360]  The camera.
[01:02:17.440 --> 01:02:17.720]  Where?
[01:02:19.940 --> 01:02:21.220]  Oh, I see what you're saying.
[01:02:23.260 --> 01:02:25.560]  I have to shrink this first, chill out.
[01:02:26.200 --> 01:02:26.700]  What was that?
[01:02:27.700 --> 01:02:28.360]  Was she laughing?
[01:02:28.700 --> 01:02:29.640]  Or was she throwing up?
[01:02:29.640 --> 01:02:31.820]  Well, this is the past, so it doesn't count.
[01:02:32.580 --> 01:02:33.860]  This was like 8 minutes ago.
[01:02:34.860 --> 01:02:37.340]  We already saw it, we're just watching it over again.
[01:02:43.210 --> 01:02:45.370]  Alright, that is weird.
[01:02:48.950 --> 01:02:50.150]  Still a good level?
[01:02:50.450 --> 01:02:50.650]  Yep.
[01:02:51.490 --> 01:02:53.610]  I'm just going to assume these people are overstaying their welcome.
[01:02:56.450 --> 01:02:56.890]  Awesome.
[01:02:59.870 --> 01:03:01.650]  Alright, who's closest to filling up their board?
[01:03:03.730 --> 01:03:04.370]  Not me.
[01:03:04.530 --> 01:03:05.050]  So far.
[01:03:05.070 --> 01:03:06.370]  I need like 11 still.
[01:03:06.730 --> 01:03:09.250]  1, 2, 3, 4, 5, 6, 7, 8, 9, 10.
[01:03:10.410 --> 01:03:12.510]  Hand-drawn, thank you very much for the subs.
[01:03:12.970 --> 01:03:14.050]  Hand-drawn, underscore.
[01:03:21.300 --> 01:03:22.840]  So many shoes on.
[01:03:22.960 --> 01:03:25.080]  More people headed to the tall convention.
[01:03:29.330 --> 01:03:29.910]  Beach goth.
[01:03:30.470 --> 01:03:33.530]  I think that was just a woman in a black shirt.
[01:03:33.550 --> 01:03:34.510]  Yeah, I think she just dressed up.
[01:03:34.510 --> 01:03:35.390]  That was just Bachelorette.
[01:03:35.570 --> 01:03:38.910]  If you give him beach goth for that, but not for...
[01:03:40.510 --> 01:03:41.110]  We're not.
[01:03:42.150 --> 01:03:44.530]  People in the chat are saying barefoot. I didn't see barefoot.
[01:03:44.610 --> 01:03:45.590]  Oh, what, where?
[01:03:45.790 --> 01:03:46.570]  I didn't see it.
[01:03:47.070 --> 01:03:47.810]  It's crazy.
[01:03:48.330 --> 01:03:49.090]  That's a shame.
[01:03:54.200 --> 01:03:54.640]  Shit.
[01:03:55.980 --> 01:03:56.980]  I've been looking all night.
[01:03:58.360 --> 01:03:59.760]  Troutdamager, thank you for the subs.
[01:04:05.860 --> 01:04:06.300]  Troutdamager.
[01:04:06.640 --> 01:04:06.820]  Yeah.
[01:04:07.700 --> 01:04:08.580]  Oh, Christ.
[01:04:09.140 --> 01:04:10.040]  What does your shirt say?
[01:04:10.420 --> 01:04:12.820]  Dude, socks and sandals again, Nick. That's a good addition.
[01:04:13.000 --> 01:04:13.460]  Yeah, it is.
[01:04:13.540 --> 01:04:14.360]  Yeah, it is a good one.
[01:04:17.500 --> 01:04:19.320]  Dude, Mark the Frog is here? Oh, shit.
[01:04:19.520 --> 01:04:19.880]  Oh, shit.
[01:04:23.780 --> 01:04:24.500]  Oh, hoofing it.
[01:04:24.660 --> 01:04:25.100]  Hoofing it.
[01:04:26.060 --> 01:04:26.740]  Give me the phone.
[01:04:27.060 --> 01:04:27.720]  Give me the phone.
[01:04:30.300 --> 01:04:34.240]  Oh, the flergie, but I also saw someone that was like rectum something.
[01:04:35.960 --> 01:04:36.880]  Damn near killed him.
[01:04:36.980 --> 01:04:39.400]  Oh, was it like spectrum rectum or something?
[01:04:39.520 --> 01:04:40.220]  I'm not sure.
[01:04:40.480 --> 01:04:41.040]  Rectum something.
[01:04:41.500 --> 01:04:41.940]  Braxamon.
[01:04:42.180 --> 01:04:42.500]  Thank you.
[01:04:43.360 --> 01:04:44.220]  She's hoofing it.
[01:04:45.460 --> 01:04:46.840]  Thanks for all these gifted subs.
[01:04:46.940 --> 01:04:47.740]  Yeah, appreciate you guys.
[01:04:47.900 --> 01:04:49.060]  Thank you so much.
[01:04:49.760 --> 01:04:51.120]  Will this be a VOD? Yes.
[01:04:51.380 --> 01:04:51.640]  Yes.
[01:04:52.420 --> 01:04:53.200]  Yes, it will.
[01:04:54.480 --> 01:04:55.700]  Sunglasses at night up there.
[01:04:56.140 --> 01:04:57.180]  I think we already have them though.
[01:04:58.700 --> 01:04:59.580]  Any wheelchairs?
[01:05:00.360 --> 01:05:00.880]  Not yet.
[01:05:01.060 --> 01:05:01.360]  None.
[01:05:01.960 --> 01:05:04.480]  It's been a non-wheelchair, non-pink taxi night.
[01:05:04.960 --> 01:05:06.120]  Oh, yeah, not a pink taxi.
[01:05:06.260 --> 01:05:06.500]  Rectum spectrum.
[01:05:07.560 --> 01:05:08.680]  Full rectum wart.
[01:05:08.760 --> 01:05:10.980]  Dude, that one is close to me.
[01:05:10.980 --> 01:05:12.460]  Crosswalk tower?
[01:05:12.820 --> 01:05:13.100]  Yeah.
[01:05:13.500 --> 01:05:13.800]  Yeah.
[01:05:15.880 --> 01:05:16.960]  He stumbled.
[01:05:17.900 --> 01:05:19.200]  He kind of stumbled.
[01:05:20.420 --> 01:05:23.240]  He stumbled because he second-guessed himself.
[01:05:23.840 --> 01:05:25.220]  Have we seen a luxury car?
[01:05:25.680 --> 01:05:25.860]  Yeah.
[01:05:26.880 --> 01:05:28.520]  Not in this round.
[01:05:29.500 --> 01:05:31.180]  Not that we've counted anyway.
[01:05:33.440 --> 01:05:34.100]  I have it as well.
[01:05:34.160 --> 01:05:34.780]  Mark the front.
[01:05:35.120 --> 01:05:38.360]  Single gifted sub got ass-blasted by rectum spectrum.
[01:05:41.700 --> 01:05:42.120]  Ah.
[01:05:44.220 --> 01:05:44.900]  Oh, shove.
[01:05:44.940 --> 01:05:45.420]  Oh, shove.
[01:05:45.560 --> 01:05:46.680]  I think they're playful.
[01:05:46.780 --> 01:05:47.600]  Still a shove.
[01:05:47.720 --> 01:05:48.460]  It is a shove though.
[01:05:48.620 --> 01:05:51.960]  Nick, Nick, Nick, Nick, Nickens.
[01:05:52.480 --> 01:05:52.720]  What?
[01:05:53.060 --> 01:05:53.340]  What?
[01:05:53.680 --> 01:05:54.880]  A big cup of shove.
[01:05:58.120 --> 01:05:59.220]  These are pretty good names.
[01:05:59.560 --> 01:06:00.540]  Thank you so much.
[01:06:04.160 --> 01:06:06.840]  I hope I can get you a warm cup of shut the hell up.
[01:06:09.440 --> 01:06:10.660]  I wonder if he'll be in 2.
[01:06:11.760 --> 01:06:12.940]  Ben Stiller in Happy Gilmore 2.
[01:06:12.960 --> 01:06:14.020]  He was in Herbie Halloween.
[01:06:14.200 --> 01:06:16.200]  Dude, rectum spectrum with 5 more.
[01:06:16.420 --> 01:06:17.300]  That's the same character.
[01:06:17.500 --> 01:06:18.220]  Was he really?
[01:06:18.260 --> 01:06:18.560]  Yeah.
[01:06:19.020 --> 01:06:20.160]  He reprised that character.
[01:06:20.280 --> 01:06:21.740]  I couldn't finish that film.
[01:06:21.940 --> 01:06:22.920]  I didn't watch it either.
[01:06:25.660 --> 01:06:26.360]  Sweet stash.
[01:06:26.480 --> 01:06:29.100]  Is there like an event they're going on or are they IDing them?
[01:06:29.460 --> 01:06:30.120]  Dog's not too late.
[01:06:30.180 --> 01:06:30.640]  It's an ID.
[01:06:31.260 --> 01:06:31.900]  Yeah, here's a dog.
[01:06:31.900 --> 01:06:32.820]  There's a dead...
[01:06:32.820 --> 01:06:33.460]  The bird!
[01:06:34.720 --> 01:06:35.120]  Shit!
[01:06:36.640 --> 01:06:37.180]  Wow!
[01:06:38.000 --> 01:06:38.860]  Is that an all-timer?
[01:06:39.520 --> 01:06:40.580]  That was an all-timer.
[01:06:40.980 --> 01:06:41.560]  Cockatoo or 3.
[01:06:41.760 --> 01:06:42.440]  That was crazy.
[01:06:43.520 --> 01:06:44.540]  Oh, cross my coward.
[01:06:44.780 --> 01:06:44.940]  Coward.
[01:06:44.960 --> 01:06:45.800]  Big time.
[01:06:46.580 --> 01:06:47.900]  That's like textbook.
[01:06:48.720 --> 01:06:50.080]  I don't have cockatoo.
[01:06:51.870 --> 01:06:52.580]  What about 3?
[01:06:54.500 --> 01:06:54.760]  Nope.
[01:06:55.660 --> 01:06:55.960]  Dancing.
[01:06:56.620 --> 01:06:56.700]  Dancing.
[01:06:58.440 --> 01:07:01.240]  I don't think I've ever seen them ID anyone.
[01:07:01.980 --> 01:07:03.420]  They've been IDing everyone all night.
[01:07:03.420 --> 01:07:06.940]  I saw one night a dude took a lady's ID and threw it in the fucking street.
[01:07:07.060 --> 01:07:07.820]  That's awesome!
[01:07:07.860 --> 01:07:09.100]  I think I took a video of it.
[01:07:09.220 --> 01:07:10.800]  I might have sent it to you guys years ago.
[01:07:10.900 --> 01:07:11.360]  Was it fake?
[01:07:12.740 --> 01:07:13.660]  Oh, shitload of stuff.
[01:07:13.740 --> 01:07:14.320]  Kid's not too late.
[01:07:14.700 --> 01:07:15.200]  Psycho dragon.
[01:07:15.200 --> 01:07:16.320]  Psycho dragon and...
[01:07:16.320 --> 01:07:17.680]  Thank you so much, Psycho.
[01:07:17.740 --> 01:07:18.720]  Thank you, Psycho dragon.
[01:07:19.760 --> 01:07:22.120]  Oh, elbow deep daddy, thank you.
[01:07:22.640 --> 01:07:22.960]  What?
[01:07:24.260 --> 01:07:25.480]  Andrew, what was that name one more time?
[01:07:26.640 --> 01:07:28.240]  Oh, that would be elbow deep daddy.
[01:07:35.160 --> 01:07:36.680]  Swank Sinatra.
[01:07:38.060 --> 01:07:42.860]  Oh, my God.
[01:07:44.600 --> 01:07:46.020]  I'd just love to know...
[01:07:46.020 --> 01:07:49.600]  I'd love to see the day that elbow deep daddy's mom sees that campaign.
[01:07:50.760 --> 01:07:54.300]  Oh, JD Fritzl gifted a sub to shitting and farting.
[01:07:55.380 --> 01:07:57.560]  I dodged the camera wave.
[01:08:00.580 --> 01:08:01.360]  The way it works...
[01:08:01.360 --> 01:08:02.380]  Rectum spectrum.
[01:08:02.700 --> 01:08:03.860]  Let's, uh...
[01:08:03.860 --> 01:08:05.060]  More rectum spectrum.
[01:08:07.820 --> 01:08:09.220]  Dancing at the top.
[01:08:10.540 --> 01:08:13.800]  Do we start the overstay timer?
[01:08:14.200 --> 01:08:14.380]  Ready?
[01:08:15.040 --> 01:08:16.980]  I think these guys just died here.
[01:08:17.240 --> 01:08:17.380]  Alright.
[01:08:18.420 --> 01:08:19.720]  Osmo's more dismissal thinking.
[01:08:21.020 --> 01:08:21.200]  Oh.
[01:08:22.620 --> 01:08:23.700]  Stay put, big fella.
[01:08:30.240 --> 01:08:32.660]  Sammy Sosa's steroid acne.
[01:08:32.660 --> 01:08:34.280]  Five different socks.
[01:08:35.900 --> 01:08:38.300]  I think they're just trying to get our attention now.
[01:08:40.880 --> 01:08:42.320]  Oh, man.
[01:08:42.520 --> 01:08:45.140]  Sammy Sosa's steroid acne.
[01:08:47.160 --> 01:08:49.640]  Jose Canseco's steroid balls.
[01:08:55.220 --> 01:08:56.840]  That's a stupid hat.
[01:08:57.880 --> 01:08:58.420]  Hoofing it?
[01:08:59.680 --> 01:09:00.060]  Which one?
[01:09:00.080 --> 01:09:01.000]  Socks and sandals again.
[01:09:01.000 --> 01:09:02.640]  Yeah, socks and sandals again.
[01:09:04.240 --> 01:09:05.760]  The beanie at Key West.
[01:09:06.480 --> 01:09:07.040]  Oh, okay.
[01:09:07.560 --> 01:09:08.220]  Bad dancing.
[01:09:08.480 --> 01:09:09.380]  That's some strutting.
[01:09:10.900 --> 01:09:11.920]  Is that a mullet?
[01:09:12.280 --> 01:09:14.220]  I think he just has a shitty haircut.
[01:09:14.600 --> 01:09:15.720]  Oh, it's the sunglasses.
[01:09:17.560 --> 01:09:18.240]  Cowboy boots!
[01:09:18.560 --> 01:09:19.420]  Schindler's Fist!
[01:09:19.880 --> 01:09:20.600]  Cowboy boots.
[01:09:20.600 --> 01:09:20.980]  Schindler's Fist.
[01:09:20.980 --> 01:09:22.960]  Schindler's Fist is always getting subs.
[01:09:23.720 --> 01:09:24.840]  So we got cowboy boots for many reasons.
[01:09:24.840 --> 01:09:25.740]  Cowboy boots.
[01:09:26.500 --> 01:09:28.420]  Schindler's Fist must be a top contributor.
[01:09:28.740 --> 01:09:29.080]  Gotta be.
[01:09:29.280 --> 01:09:29.800]  Absolutely.
[01:09:30.760 --> 01:09:31.420]  100%.
[01:09:34.590 --> 01:09:35.320]  Is that formal?
[01:09:36.080 --> 01:09:40.820]  Triple BT has gifted a sub to Dane Cook Gaming.
[01:09:42.550 --> 01:09:43.520]  The Dane Cook?
[01:09:43.880 --> 01:09:46.780]  Gavin Schnozgoz has given a sub.
[01:09:46.920 --> 01:09:48.620]  And Cranium Overload.
[01:09:48.940 --> 01:09:49.560]  This is great.
[01:09:50.160 --> 01:09:51.140]  Thank you so much.
[01:09:54.840 --> 01:09:57.400]  If you've got a weird name, make sure you sub.
[01:10:02.640 --> 01:10:03.820]  More cowboy boots.
[01:10:05.200 --> 01:10:07.480]  Theatr gifted about 10?
[01:10:07.860 --> 01:10:08.020]  Yep.
[01:10:09.420 --> 01:10:11.280]  Oh, I got gifted a sub!
[01:10:11.900 --> 01:10:12.080]  Wow!
[01:10:12.460 --> 01:10:13.900]  By JD Fritzy.
[01:10:14.140 --> 01:10:14.160]  Wow!
[01:10:14.820 --> 01:10:16.100]  I appreciate that.
[01:10:16.320 --> 01:10:17.080]  What are you gonna do with it?
[01:10:17.680 --> 01:10:18.820]  Probably watch our streams.
[01:10:19.420 --> 01:10:20.680]  You're on our streams.
[01:10:22.440 --> 01:10:23.760]  Well, when I'm looking at chat.
[01:10:23.940 --> 01:10:24.100]  You're in our streams.
[01:10:24.260 --> 01:10:25.960]  When I'm looking at chat while we're streaming.
[01:10:27.540 --> 01:10:28.380]  Holding hands.
[01:10:28.380 --> 01:10:30.580]  Chat is saying, are these beach goths?
[01:10:31.580 --> 01:10:31.980]  No.
[01:10:32.560 --> 01:10:33.660]  I don't think so either.
[01:10:34.480 --> 01:10:38.480]  I think they had a dress code where the bride-to-be gets to wear white.
[01:10:38.620 --> 01:10:40.340]  And all the bridesmaids have to wear all black.
[01:10:44.000 --> 01:10:45.100]  Are you a god?
[01:10:45.700 --> 01:10:46.200]  Five gifted.
[01:10:46.620 --> 01:10:46.980]  Thank you.
[01:10:47.120 --> 01:10:48.180]  We should have a prompt.
[01:10:48.260 --> 01:10:49.480]  There's an American flag.
[01:10:49.540 --> 01:10:50.180]  There's an American flag.
[01:10:50.280 --> 01:10:50.900]  Oh, hell yeah.
[01:10:51.720 --> 01:10:52.220]  Annie's helping.
[01:10:52.440 --> 01:10:53.220]  He skipped away.
[01:10:53.300 --> 01:10:54.100]  You have a sweet stache.
[01:10:54.140 --> 01:10:56.380]  Maybe we should have a prompt for, I know your pin code.
[01:10:57.520 --> 01:10:59.180]  It's right there.
[01:11:00.600 --> 01:11:01.540]  Oh, wow.
[01:11:03.560 --> 01:11:05.520]  Should we put the timer on these two?
[01:11:05.740 --> 01:11:06.540]  Yeah, put it on.
[01:11:06.620 --> 01:11:07.440]  Yeah, let's do it.
[01:11:08.000 --> 01:11:08.720]  One minute.
[01:11:08.940 --> 01:11:10.520]  Are they checking out the stream?
[01:11:11.100 --> 01:11:12.380]  I hope they're checking out the stream.
[01:11:13.840 --> 01:11:14.760]  Oh, no way.
[01:11:14.920 --> 01:11:15.900]  We're on the internet?
[01:11:17.500 --> 01:11:19.020]  We'll wait until 10 seconds.
[01:11:19.180 --> 01:11:19.460]  Whoa.
[01:11:20.260 --> 01:11:21.440]  Man, that's some bright...
[01:11:21.440 --> 01:11:22.100]  Underglow.
[01:11:22.180 --> 01:11:23.040]  Kid out too late again.
[01:11:23.360 --> 01:11:23.700]  Kid out too late.
[01:11:24.080 --> 01:11:24.400]  Huffing it.
[01:11:24.580 --> 01:11:25.180]  Huffing it.
[01:11:25.180 --> 01:11:25.620]  Yes.
[01:11:26.660 --> 01:11:27.680]  Huffing it again.
[01:11:27.820 --> 01:11:28.920]  Oh, huffs all over.
[01:11:28.920 --> 01:11:29.560]  Double huff.
[01:11:32.880 --> 01:11:34.000]  Oh, wow.
[01:11:34.500 --> 01:11:35.660]  Sneaky walk away.
[01:11:36.380 --> 01:11:36.980]  What's that hat?
[01:11:38.100 --> 01:11:38.960]  It's a P.
[01:11:39.760 --> 01:11:42.620]  I think he's waiting for the other alphabet hats to show up.
[01:11:42.700 --> 01:11:43.420]  He's got a whole crew.
[01:11:45.860 --> 01:11:47.160]  There's T right there.
[01:11:51.020 --> 01:11:52.700]  We have 15 seconds.
[01:11:53.300 --> 01:11:53.940]  He's back.
[01:11:54.140 --> 01:11:54.740]  Annie left.
[01:11:54.740 --> 01:11:56.400]  Yeah, but the other guy stayed.
[01:11:57.020 --> 01:11:58.700]  Yeah, but the other guy wasn't as annoying.
[01:11:59.940 --> 01:12:01.220]  I need it too.
[01:12:01.780 --> 01:12:04.580]  Well, we got five seconds, so what's the call?
[01:12:06.000 --> 01:12:07.260]  And one. Zero.
[01:12:07.680 --> 01:12:08.460]  I think it counts.
[01:12:08.620 --> 01:12:09.380]  I think it counts.
[01:12:10.800 --> 01:12:11.940]  Camera over stare.
[01:12:12.580 --> 01:12:14.000]  Alright, skateboard time.
[01:12:15.080 --> 01:12:15.640]  Need skateboard.
[01:12:16.420 --> 01:12:17.740]  Need jeans and flip flops.
[01:12:19.600 --> 01:12:21.100]  Yeah, that'd be nice, jeans and flip flops.
[01:12:21.280 --> 01:12:23.120]  Need barefoot, which apparently I missed.
[01:12:24.460 --> 01:12:25.580]  Need barefoot.
[01:12:26.980 --> 01:12:28.500]  Need luxury car.
[01:12:28.920 --> 01:12:29.300]  Crying.
[01:12:29.840 --> 01:12:31.120]  Yeah, man, good luck.
[01:12:32.680 --> 01:12:33.740]  Need yawning.
[01:12:35.800 --> 01:12:37.220]  Need carrying an instrument.
[01:12:37.400 --> 01:12:38.600]  I just don't see it happening.
[01:12:40.140 --> 01:12:41.020]  Such a rare one.
[01:12:41.100 --> 01:12:41.600]  Huffing it.
[01:12:41.820 --> 01:12:42.620]  Huffing it.
[01:12:46.930 --> 01:12:48.550]  Well, it got wild all of a sudden.
[01:12:51.790 --> 01:12:52.210]  Four more.
[01:12:53.870 --> 01:12:54.750]  I'm tired.
[01:12:55.610 --> 01:12:57.230]  These fucking guys again.
